genres,original_title,overview,popularity,runtime,tagline,weighted_average
"['Drama', 'Comedy', 'Mystery']","Hail, Caesar!","Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.",39.006187,106.0,Lights. Camera. Abduction.,5.95237678243291
"['Action', 'Crime', 'Thriller']",The Transporter Refueled,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.",25.002715,96.0,He Delivers.,5.902833996504673
"['Action', 'Comedy', 'Romance']",Hit & Run,Former getaway driver Charlie Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charlie's former gang chase them on the road.,16.668854,100.0,A Comedy That Never Takes Its Foot Off The Gas,6.106501149148727
['Drama'],Stone,"Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he's been assigned. One such case is that of Gerald 'Stone' Creeson, a convicted arsonist who is up for parole. Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner's pleads for an early release. Seeing little hope in convincing Jack himself, Stone arranges for his wife to seduce the officer, but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception.",12.445176,105.0,Some People Tell Lies. Others Live Them.,6.080234324370707
"['Crime', 'Drama', 'Mystery']",Michael Clayton,A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,18.961323,119.0,The truth can be adjusted,6.295383271488944
"['Drama', 'Comedy']",Death at a Funeral,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,20.410354,90.0,From director Frank Oz comes the story of a family that puts the F U in funeral.,6.407936729752706
"['Drama', 'Comedy', 'Romance']",Silver Linings Playbook,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",63.599973,122.0,Watch For The Signs,6.75583955823368
"['Crime', 'Drama']",Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",17.746980999999998,123.0,Their story. Their world. Their future.,6.497070894706433
['Drama'],For Colored Girls,"About existence from the perspective of 20 nameless black females. Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular.",1.9345240000000001,134.0,Many voices. One poem.,6.227617373547514
"['Action', 'Drama']",Never Back Down,"Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy.",26.21425,115.0,Win or lose... Everyone has their fight.,6.266663278928374
"['Drama', 'Thriller', 'Mystery']",Tinker Tailor Soldier Spy,"Recently-retired MI6 agent, George Smiley is doing his best to adjust to a life outside the secret service until a disgraced agent reappears with information concerning a mole at the heart of the service. Smiley is drawn back into the murky field of espionage, tasked with investigating which of his trusted former colleagues has chosen to betray him and their country. Smiley narrows his search to four suspects – all experienced, skilled and successful agents – but past histories, rivalries and friendships make it far from easy to pinpoint the man who is eating away at the heart of the British establishment.",33.649652,127.0,How do you find an enemy who is hidden right before your eyes?,6.368344770520936
['Drama'],The Beaver,"Suffering from a severe case of depression, toy company CEO Walter Black (Mel Gibson) begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter (Anton Yelchin) pushes for his parents to get a divorce. Jodie Foster directs and co-stars as Walter's wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence.",13.847872,91.0,He's here to save Walter's life.,6.229558327460993
"['Action', 'Adventure']",Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",68.159596,115.0,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,7.333475509701917
"['Thriller', 'Horror']",Pulse,"When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.",9.662714999999999,90.0,You are now infected.,6.0851704728293265
"['Thriller', 'Horror']",The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",49.975409,112.0,Based on the true case files of the Warrens,7.056284039420077
"['Comedy', 'Music']",School of Rock,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",43.057323,108.0,He just landed the gig of his life: 5th grade.,6.47087470389948
"['Drama', 'Comedy']",The Descendants,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",40.903931,115.0,The South Pacific ain't that terrific.,6.420792671964941
"['Comedy', 'Romance']",Why Did I Get Married Too?,Four couples reunite for their annual vacation in order to socialize and to spend time analyzing their marriages. Their intimate week in the Bahamas is disrupted by the arrival of an ex-husband determined to win back his recently remarried wife.,2.986286,121.0,Marriage is an institution they're committed to.,6.211588464473283
"['Drama', 'Romance']",Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",53.161905000000004,110.0,#LiveBoldly,7.142641398440117
"['Crime', 'Drama', 'Comedy']",Madea's Witness Protection,A Wall Street investment banker who has been set up as the linchpin of his company's mob-backed Ponzi scheme is relocated with his family to Aunt Madea's southern home.,7.0509509999999995,114.0,"Believe it or not, they know too much.",6.201720477652214
